Title,Stars Number,Reviews Number,Price before discount and after,Description,Estimated Shipping Time,Manufacturer Sku,Gender,Colorway,Materials,URL
Air Jordans 1 Low SB “Eric Koston” CJ7891-401,Rated 5.00 out of 5,32,"300.00,150.00"," Air Jordans 1 Low SB “UNC” is a special release of the Jordans 1 Low by pro Eric Koston. The skate legend brings the original “UNC” color scheme to the Jordans 1 Low that has been slightly modified to be ideal for skateboarding. The construction features an all-leather upper in the recognizable white and powder blue combination first seen on the original Jordans 1 High from 1985. The interior is bolstered with extra padding for protection while skating. The logo is present on the tongue, while a classic Air Jordans wings logo is found printed on the heel.  Air Jordans 1 Low SB “UNC” released on August 10, 2019 in limited quantities.",3-15 Days After Order,CJ7891 401,Mens,DARK POWDER BLUE/DARK POWDER B,,https://www.jordanusd.net/product/air-jordans-1-low-sb-eric-koston/
Air Jordans 1 Mid PRM “Sneakersnstuff 20th anniversary”   CT3443-100,Rated 5.00 out of 5,25,"320.00,160.00"," Air Jordans 1 Mid “20th Anniversary” celebrates the footwear boutique’s twentieth anniversary with a special “Past, Present, Future” pack. Clocking in under the “past” moniker, the Sneakersnstuff Air Jordans 1 Mid sports a premium cream leather base appearing on the mid-panel, eyelets and toe cap. Supple light grey suede covers the toe box as well as the heel panel and Swooshes. An underlying red nylon material appears around the collar. A red outlined Wings logo can be found on the collar with Sneakersnstuff opting for a simple cream midsole and light grey outsole to finish off the look of their collaborative Jordans 1 Mid. The  Air Jordans 1 Mid “20th Anniversary” was released on December 18, 2019.",3-15 Days After Order,CT3443 100,Mens,SAIL/WOLF GREY-GYM RED-WHITE,"Boost, Canvas, Cashmere",https://www.jordanusd.net/product/air-jordans-1-mid-prm-sneakersnstuff-20th-anniversary-ct3443-100/
Air Jordans 1 MID SE “South Beach”852542-306,Rated 5.00 out of 5,33,"320.00,160.00",The Air Jordans 1 Mid “South Beach” from 2018 gives a tropical look to the iconic silhouette. This version of the mid-top Jordans 1 adds some Miami vibes to the classic model with a Turbo Green and white leather upper that is accented with black and hot pink. A striped Jumpman logo tag on each tongue adds the finishing touch to the colorful Air Jordans 1 Mid “South Beach.”,3-15 Days After Order,852542 306,Mens,TURBO GREEN/BLACK-HYPER PINK,,https://www.jordanusd.net/product/air-jordans-1-mid-se-south-beach852542-306/
Air Jordans 1 Mid SE “Lakers”   852542-700,Rated 5.00 out of 5,22,"378.00,189.00",The Air Jordans 1 Mid “Lakers” is a special edition of the mid-top Jordans 1 inspired by the Los Angeles Lakers. The Jordans 1 Mid is outfitted in the team colors of the team Michael Jordans and the Chicago Bulls defeated in the 1991 NBA Finals. The Air Jordans 1 features a white leather base with University Gold full-grain leather overlays and a black and inner lining. Purple laces are added to complete the Lakers look. The Air Jordans 1 Mid “Lakers” released in early 2019.,3-15 Days After Order,852542 700,Mens,UNIVERSITY GOLD/BLACK,,https://www.jordanusd.net/product/air-jordans-1-mid-se-lakers-852542-700/
Air Jordans 1 Mid “Black Cone”  554724-062,Rated 5.00 out of 5,23,"300.00,150.00","The Air Jordans 1 Mid, dressed in orange and black, takes on a persona very similar to the popular “Shattered Blackboard” style. Black is the base, while orange leather overlays accent the Jordans sneaker. The large  Swoosh comes in white, along with the midsole and Jumpman on the tongue. The Jordans Wings logo on the side is embossed in black, and the Air Jordans 1 Mid is finished with a black outsole.",3-15 Days After Order,554724 062,Mens,BLACK/CONE-LIGHT BONE,,https://www.jordanusd.net/product/air-jordans-1-mid-black-cone-554724-062/
Air Jordans 1 Mid SE (GS) “Multicolor Swoosh”852542-146,Rated 5.00 out of 5,20,"378.00,189.00","The Air Jordans 1 Mid “University Red/Rush Blue (GS) is the youth sizing of the classic silhouette that originally debuted back in the mid-80s. Nods to two iconic Jordans 1 colorways, the “Chicago” and “Royal” makeups, are featured throughout the look of the tiny model. Blue nubuck overlays around the forefoot and eyelets are contrasted by a white leather base that appears on the perforated toe and mid-panel. Black cotton laces and a vibrant multi-colored embroidered Swoosh on the mid-panel are contrasted by bold red nubuck around the collar. A black Wings logo on the collar and Jumpman branding on the tongue completes the look of the children’s sizing of the Air Jordans 1 Mid.",3-15 Days After Order,BQ6931 146,Youth,WHITE/UNIVERSITY RED-RUSH BLUE,,https://www.jordanusd.net/product/air-jordans-1-mid-se-gs-multicolor-swoosh/
Air Jordans 1 Mid “Bred Toe”    5554724-066,Rated 5.00 out of 5,27,"378.00,189.00","The Air Jordans 1 Mid “Bred Toe” is the mid-top interpretation of a popular color scheme on the Jordans 1 High. The “Bred Toe” Air Jordans 1 Mid features a slightly darker shade of red than its high-top relative. The construction includes a perforated red leather toe box that is contrasted by black leather overlays on the toe cap, eyelets, collar and heel. A crisp white leather mid-panel features a red leather  with additional red branding appearing on the collar. Jordans Brand laces the “Bred Toe” mid-top with a classic black nylon tongue that includes red Jumpman branding on the tongue tab. Finishing off the look is a clean white rubber midsole that is contrasted by a bold red outsole.",3-15 Days After Order,554724 066,Mens,BLACK/GYM RED-WHITE,,https://www.jordanusd.net/product/air-jordans-1-mid-bred-toe-5554724-066/
Air Jordans 1 Mid “Lakers Top 3”852542-005,Rated 5.00 out of 5,20,"320.00,160.00",Air Jordans 1 Mid 852542 005,3-15 Days After Order,852542 005,Mens,FIELD PURPLE/WHITE-GYM RED,,https://www.jordanusd.net/product/air-jordans-1-mid-lakers-top-3852542-005/
Air Jordans 1 Mid SE 852542-400,Rated 5.00 out of 5,20,"320.00,160.00",The Air Jordans 1 Mid “Deep Royal Blue” is a colorway from the “Rivals Pack” that included special versions of the silhouette inspired by rivals of Michael Jordans and the Chicago Bulls. This “Deep Royal Blue” edition pays respect to the “Bad Boy” era Detroit Pistons of the late 1980s and early ‘90s whom the Bulls had to get past on their way to their first NBA championship in 1991. The shoe is constructed with a soft full-grain leather upper for a premium look and feel. The Air Jordans 1 Mid “Deep Royal Blue” released in December 2018.,3-15 Days After Order,852542 400,Mens,DEEP ROYAL BLUE/BLACK,,https://www.jordanusd.net/product/air-jordans-1-mid-se-852542-400/
Air Jordans 1 MidCZ9835-100,Rated 5.00 out of 5,20,"320.00,160.00",Jordan 1 Mid CZ9835 100,3-15 Days After Order,CZ9835 100,Youth,pink black white,,https://www.jordanusd.net/product/air-jordans-1-midcz9835-100/
Air Jordans 1 Mid SE “Turf Orange”,Rated 5.00 out of 5,28,"300.00,150.00","The Air Jordans 1 Mid SE “Turf Orange” is yet another great look for the alternate mid-top version of Michael Jordans’s first signature shoe. The Air Jordans 1 Mid is one of the most popular models in the Jordans line due to its heritage and lifestyle based colorways, like the “Turf Orange.” Glossy Turf Orange leather overlays appear on the forefoot, eyelets, collar, and heel. White leather can be found on the perforated toe, mid-panel, and collar. Jordans Brand places a black patent leather  with orange contrast stitching on either side of the shoe. A black “Wings” logo appears on the collar and a black Jumpman dots the orange tag stitched onto the tonal nylon tongue.",3-15 Days After Order,DD6834 802,Mens,TURF ORANGE/BLACK-WHITE,,https://www.jordanusd.net/product/air-jordans-1-mid-turf-orange-patent/
Air Jordans 1 Mid SE “Team Orange”852542-800,Rated 5.00 out of 5,25,"378.00,189.00","The Air Jordans 1 Mid “Team Orange” features a vibrant, head-turning look on the classic model. Perhaps inspired by the popular “Shattered Backboard” colorway of the Air Jordans 1 High, this Mid features a similar look in light pastel orange and Team Orange leather paneling across the upper with black accents. Purple also appears on the laces and Jumpman logo branding on the tongue. The Air Jordans 1 Mid “Team Orange” released in late 2018, and makes for a great alternative to the two elusive “SBB” colorways.",3-15 Days After Order,852542 800,Mens,TEAM ORANGE/BLACK-CRIMSON TINT,,https://www.jordanusd.net/product/air-jordans-1-mid-se-team-orange852542-800/
Air Jordans Retro High SP ‘Gina’,Rated 5.00 out of 5,11,"320.00,160.00","The Air Jordans 1 High “SP Gina” is a special colorway of the iconic silhouette in collaboration with Shoe Palace. The colorway honors Virginia Wright, better known as SP Gina, a beloved teacher and Air Jordans fanatic from San Jose, California. SP Gina is a local hero, known for her work as an elementary school teacher helping educate and inspire children. She is also a self-proclaimed sneakerhead, who has developed a close relationship with her local Shoe Palace store in San Jose. Shoe Palace honored her with this limited edition colorway of the Air Jordans 1, featuring a black textile upper with a unique metallic texture. Red accents are found for the tongue’s  logo and the outsole.",3-15 Days After Order,CD7071 001,Mens,BLACK/RED,,https://www.jordanusd.net/product/air-jordans-retro-high-sp-gina/
Air Jordans 1 Mid GS “Pink Foam”  555112-601,Rated 5.00 out of 5,20,"320.00,160.00","The Air Jordans 1 Mid GS “Pink Foam” is a kids’ version of the classic model featuring an eye-catching light pink upper. The “Pink Foam” hue covers the entire leather upper of the mid-top Air Jordans 1, which also has black accents and a white midsole. The Air Jordans 1 Mid “Pink Foam” released exclusively in children’s sizing in late 2018.",3-15 Days After Order,555112 601,Mens,PINK FOAM/BLACK-WHITE,,https://www.jordanusd.net/product/air-jordan-1-mid-gs-pink-foam-555112-601/
